01;01,B
01;02,B
01;03,B
01;04,B
01;05,B
01;06,B
01;07,B
01;08,B
01;09,B
01;10,B
01;11,B
01;12,B
01;13,B
01;14,B
01;15,B
02;01,B
02;02,-
02;03,-
02;04,-
02;05,N
02;06,-
02;07,D
02;08,-
02;09,-
02;10,-
02;11,-
02;12,B
02;13,-
02;14,E
02;15,B
03;01,B
03;02,-
03;03,-
03;04,B
03;05,-
03;06,B
03;07,B
03;08,B
03;09,B
03;10,B
03;11,-
03;12,B
03;13,-
03;14,B
03;15,B
04;01,B
04;02,-
04;03,N
04;04,-
04;05,N
04;06,-
04;07,B
04;08,P
04;09,B
04;10,-
04;11,-
04;12,B
04;13,-
04;14,-
04;15,B
05;01,B
05;02,-
05;03,-
05;04,B
05;05,N
05;06,N
05;07,B
05;08,-
05;09,B
05;10,-
05;11,-
05;12,-
05;13,-
05;14,-
05;15,B
06;01,B
06;02,B
06;03,B
06;04,B
06;05,B
06;06,-
06;07,-
06;08,-
06;09,-
06;10,-
06;11,-
06;12,-
06;13,-
06;14,-
06;15,B
07;01,B
07;02,B
07;03,-
07;04,-
07;05,-
07;06,-
07;07,-
07;08,-
07;09,-
07;10,-
07;11,-
07;12,B
07;13,B
07;14,-
07;15,B
08;01,B
08;02,B
08;03,-
08;04,T
08;05,-
08;06,-
08;07,-
08;08,-
08;09,-
08;10,-
08;11,-
08;12,-
08;13,B
08;14,-
08;15,B
09;01,B
09;02,B
09;03,-
09;04,-
09;05,-
09;06,-
09;07,-
09;08,-
09;09,-
09;10,-
09;11,-
09;12,B
09;13,B
09;14,-
09;15,B
10;01,B
10;02,B
10;03,B
10;04,B
10;05,B
10;06,B
10;07,-
10;08,-
10;09,-
10;10,-
10;11,-
10;12,-
10;13,-
10;14,-
10;15,B
11;01,B
11;02,-
11;03,-
11;04,-
11;05,-
11;06,-
11;07,-
11;08,T
11;09,-
11;10,-
11;11,-
11;12,-
11;13,-
11;14,-
11;15,B
12;01,B
12;02,-
12;03,-
12;04,-
12;05,-
12;06,B
12;07,-
12;08,-
12;09,-
12;10,-
12;11,-
12;12,-
12;13,-
12;14,-
12;15,B
13;01,B
13;02,B
13;03,-
13;04,-
13;05,-
13;06,-
13;07,-
13;08,-
13;09,-
13;10,-
13;11,-
13;12,-
13;13,-
13;14,-
13;15,B
14;01,B
14;02,B
14;03,N
14;04,-
14;05,B
14;06,B
14;07,B
14;08,B
14;09,B
14;10,B
14;11,B
14;12,B
14;13,B
14;14,B
14;15,B
15;01,B
15;02,B
15;03,N
15;04,B
15;05,B
15;06,B
15;07,B
15;08,B
15;09,B
15;10,B
15;11,B
15;12,B
15;13,B
15;14,B
15;15,B
16;01,B
16;02,B
16;03,K
16;04,B
16;05,B
16;06,B
16;07,B
16;08,B
16;09,B
16;10,B
16;11,B
16;12,B
16;13,B
16;14,B
16;15,B
17;01,B
17;02,B
17;03,B
17;04,B
17;05,B
17;06,B
17;07,B
17;08,B
17;09,B
17;10,B
17;11,B
17;12,B
17;13,B
17;14,B
17;15,B
18;01,B
18;02,B
18;03,B
18;04,B
18;05,B
18;06,B
18;07,B
18;08,B
18;09,B
18;10,B
18;11,B
18;12,B
18;13,B
18;14,B
18;15,B
19;01,B
19;02,B
19;03,B
19;04,B
19;05,B
19;06,B
19;07,B
19;08,B
19;09,B
19;10,B
19;11,B
19;12,B
19;13,B
19;14,B
19;15,B
